date,long_outcome,long_return_pct,short_outcome,short_return_pct
2010-01-04,stop_loss,-0.03635426116653904,take_profit,0.03635426116653904
2010-01-05,stop_loss,-0.038898391884890096,take_profit,0.038898391884890096
2010-01-06,stop_loss,-0.03957416338951164,take_profit,0.03957416338951164
2010-01-07,stop_loss,-0.04361173821348659,take_profit,0.04361173821348659
2010-01-08,stop_loss,-0.04678357264366675,take_profit,0.04678357264366675
2010-01-11,stop_loss,-0.04811312605028275,take_profit,0.04811312605028275
2010-01-12,stop_loss,-0.03915197148597422,take_profit,0.03915197148597422
2010-01-13,stop_loss,-0.047199594624793076,take_profit,0.047199594624793076
2010-01-14,stop_loss,-0.049769481814282146,take_profit,0.049769481814282146
2010-01-15,stop_loss,-0.03898290454572944,take_profit,0.03898290454572944
2010-01-19,stop_loss,-0.05084357635965651,take_profit,0.05084357635965651
2010-01-20,stop_loss,-0.041092274841418704,take_profit,0.041092274841418704
2010-01-21,stop_loss,-0.0385858876314234,take_profit,0.0385858876314234
2010-01-22,stop_loss,-0.03040014654947688,take_profit,0.03040014654947688
2010-01-25,stop_loss,-0.03033581241054589,take_profit,0.03033581241054589
2010-01-26,stop_loss,-0.031287242830906635,take_profit,0.031287242830906635
2010-01-27,stop_loss,-0.030865873241047594,take_profit,0.030865873241047594
2010-01-28,time_limit,0.023671225404459272,time_limit,-0.023671225404459272
2010-01-29,take_profit,0.032778089160314446,stop_loss,-0.032778089160314446
2010-02-01,time_limit,0.006877180030821839,time_limit,-0.006877180030821839
2010-02-02,stop_loss,-0.035694747828246186,take_profit,0.035694747828246186
2010-02-03,stop_loss,-0.030865873241047594,take_profit,0.030865873241047594
2010-02-04,take_profit,0.03100283732050724,stop_loss,-0.03100283732050724
2010-02-05,take_profit,0.033751810894871254,stop_loss,-0.033751810894871254
2010-02-08,take_profit,0.036358308636129856,stop_loss,-0.036358308636129856
2010-02-09,take_profit,0.03441498164041693,stop_loss,-0.03441498164041693
2010-02-10,take_profit,0.030370990088254744,stop_loss,-0.030370990088254744
2010-02-11,take_profit,0.0347729261385095,stop_loss,-0.0347729261385095
2010-02-12,take_profit,0.035634387591268704,stop_loss,-0.035634387591268704
2010-02-16,take_profit,0.041097615093801054,stop_loss,-0.041097615093801054
2010-02-17,take_profit,0.03618739129180295,stop_loss,-0.03618739129180295
2010-02-18,take_profit,0.03011474200195677,stop_loss,-0.03011474200195677
2010-02-19,take_profit,0.0344610053182427,stop_loss,-0.0344610053182427
2010-02-22,take_profit,0.0342747350484552,stop_loss,-0.0342747350484552
2010-02-23,take_profit,0.04043375847403605,stop_loss,-0.04043375847403605
2010-02-24,take_profit,0.03095147617790136,stop_loss,-0.03095147617790136
2010-02-25,take_profit,0.03234845552561864,stop_loss,-0.03234845552561864
2010-02-26,take_profit,0.03169627631481055,stop_loss,-0.03169627631481055
2010-03-01,take_profit,0.03181750454857993,stop_loss,-0.03181750454857993
2010-03-02,take_profit,0.03752232903971134,stop_loss,-0.03752232903971134
2010-03-03,take_profit,0.03659836330526332,stop_loss,-0.03659836330526332
2010-03-04,take_profit,0.03346917101416949,stop_loss,-0.03346917101416949
2010-03-05,take_profit,0.03189039487948719,stop_loss,-0.03189039487948719
2010-03-08,take_profit,0.03171010484252295,stop_loss,-0.03171010484252295
2010-03-09,time_limit,0.029909801563439566,time_limit,-0.029909801563439566
2010-03-10,time_limit,0.02184728945640839,time_limit,-0.02184728945640839
2010-03-11,time_limit,0.024556662069562446,time_limit,-0.024556662069562446
2010-03-12,take_profit,0.032817318595606236,stop_loss,-0.032817318595606236
2010-03-15,take_profit,0.03254895281877174,stop_loss,-0.03254895281877174
2010-03-16,time_limit,0.02093839883698044,time_limit,-0.02093839883698044
2010-03-17,time_limit,0.018438179196388765,time_limit,-0.018438179196388765
2010-03-18,time_limit,0.025651933648229607,time_limit,-0.025651933648229607
2010-03-19,take_profit,0.030870556217639494,stop_loss,-0.030870556217639494
2010-03-22,time_limit,0.027789352222827655,time_limit,-0.027789352222827655
2010-03-23,take_profit,0.0321945722099502,stop_loss,-0.0321945722099502
2010-03-24,take_profit,0.03723037836591938,stop_loss,-0.03723037836591938
2010-03-25,take_profit,0.03891970645078926,stop_loss,-0.03891970645078926
2010-03-26,take_profit,0.03954304475451709,stop_loss,-0.03954304475451709
2010-03-29,take_profit,0.032986780272987896,stop_loss,-0.032986780272987896
2010-03-30,take_profit,0.032282515475527844,stop_loss,-0.032282515475527844
2010-03-31,take_profit,0.03581212678794612,stop_loss,-0.03581212678794612
2010-04-01,take_profit,0.034040855888908504,stop_loss,-0.034040855888908504
2010-04-05,time_limit,0.021808697980944036,time_limit,-0.021808697980944036
2010-04-06,time_limit,-0.004704545355667946,time_limit,0.004704545355667946
2010-04-07,time_limit,0.0086173672724677,time_limit,-0.0086173672724677
2010-04-08,time_limit,0.01759683964655312,time_limit,-0.01759683964655312
2010-04-09,time_limit,-0.006190244783765718,time_limit,0.006190244783765718
2010-04-12,time_limit,0.005094209547326206,time_limit,-0.005094209547326206
2010-04-13,time_limit,-0.019276902394246648,time_limit,0.019276902394246648
2010-04-14,stop_loss,-0.030282516325123406,take_profit,0.030282516325123406
2010-04-15,stop_loss,-0.031082301635356274,take_profit,0.031082301635356274
2010-04-16,stop_loss,-0.053786777680184555,take_profit,0.053786777680184555
2010-04-19,stop_loss,-0.05734071585458198,take_profit,0.05734071585458198
2010-04-20,stop_loss,-0.03358673379208176,take_profit,0.03358673379208176
2010-04-21,stop_loss,-0.03182454972731087,take_profit,0.03182454972731087
2010-04-22,stop_loss,-0.03470475079662429,take_profit,0.03470475079662429
2010-04-23,stop_loss,-0.03521854570855465,take_profit,0.03521854570855465
2010-04-26,stop_loss,-0.031561329181357074,take_profit,0.031561329181357074
2010-04-27,stop_loss,-0.04675871389409621,take_profit,0.04675871389409621
2010-04-28,stop_loss,-0.053945177821110836,take_profit,0.053945177821110836
2010-04-29,stop_loss,-0.03342677082417834,take_profit,0.03342677082417834
2010-04-30,stop_loss,-0.049406397916005866,take_profit,0.049406397916005866
2010-05-03,stop_loss,-0.06157037572053146,take_profit,0.06157037572053146
2010-05-04,stop_loss,-0.0389724539794337,take_profit,0.0389724539794337
2010-05-05,stop_loss,-0.03321383164396158,take_profit,0.03321383164396158
2010-05-06,take_profit,0.039932946069671856,stop_loss,-0.039932946069671856
2010-05-07,take_profit,0.04404090811555189,stop_loss,-0.04404090811555189
2010-05-10,stop_loss,-0.03236923312556545,take_profit,0.03236923312556545
2010-05-11,stop_loss,-0.03513802659193896,take_profit,0.03513802659193896
2010-05-12,stop_loss,-0.030310688643877877,take_profit,0.030310688643877877
2010-05-13,stop_loss,-0.030950674575749453,take_profit,0.030950674575749453
2010-05-14,stop_loss,-0.05575591093955257,take_profit,0.05575591093955257
2010-05-17,stop_loss,-0.056252972038067756,take_profit,0.056252972038067756
2010-05-18,stop_loss,-0.043238637087427076,take_profit,0.043238637087427076
2010-05-19,stop_loss,-0.037759353405010236,take_profit,0.037759353405010236
2010-05-20,time_limit,0.01989957154972315,time_limit,-0.01989957154972315
2010-05-21,stop_loss,-0.03317731432563854,take_profit,0.03317731432563854
2010-05-24,take_profit,0.03982928260245886,stop_loss,-0.03982928260245886
2010-05-25,take_profit,0.03876835842970946,stop_loss,-0.03876835842970946
2010-05-26,take_profit,0.033498067103964774,stop_loss,-0.033498067103964774
2010-05-27,stop_loss,-0.03557236333444239,take_profit,0.03557236333444239
2010-05-28,stop_loss,-0.035475913854077674,take_profit,0.035475913854077674
2010-06-01,take_profit,0.041569951127783694,stop_loss,-0.041569951127783694
2010-06-02,stop_loss,-0.03181327981970352,take_profit,0.03181327981970352
2010-06-03,stop_loss,-0.035136689000397535,take_profit,0.035136689000397535
2010-06-04,take_profit,0.04849280743544593,stop_loss,-0.04849280743544593
2010-06-07,take_profit,0.034695484365700045,stop_loss,-0.034695484365700045
2010-06-08,take_profit,0.05045978686462027,stop_loss,-0.05045978686462027
2010-06-09,take_profit,0.03422882915767446,stop_loss,-0.03422882915767446
2010-06-10,stop_loss,-0.040716560102153077,take_profit,0.040716560102153077
2010-06-11,stop_loss,-0.045351791780655515,take_profit,0.045351791780655515
2010-06-14,stop_loss,-0.043870072271710026,take_profit,0.043870072271710026
2010-06-15,stop_loss,-0.036330100680655016,take_profit,0.036330100680655016
2010-06-16,stop_loss,-0.035985810804069554,take_profit,0.035985810804069554
2010-06-17,stop_loss,-0.03753305030673691,take_profit,0.03753305030673691
2010-06-18,stop_loss,-0.03857526717584872,take_profit,0.03857526717584872
2010-06-21,stop_loss,-0.0358139672013662,take_profit,0.0358139672013662
2010-06-22,stop_loss,-0.04891862300265559,take_profit,0.04891862300265559
