Date,Close,High,Low,Open,Volume
2010-01-04,84.79639434814453,84.8412860498673,83.43462421364933,84.0780985780434,118944600
2010-01-05,85.02085876464844,85.05827232184338,84.43724380685433,84.74401899203231,111579900
2010-01-06,85.08068084716797,85.29018297513173,84.87117871920421,84.93851624240477,116074400
2010-01-07,85.43986511230469,85.5446162175821,84.68415581694015,84.9235877302181,131091100
2010-01-08,85.72416687011719,85.76158041610933,85.04328485940425,85.21537347055455,126402800
2010-01-11,85.84390258789062,86.14318818085562,85.47726803204701,86.10578033598838,106375700
2010-01-12,85.04329681396484,85.45481733519773,84.71407583017339,85.27524484790531,163333500
2010-01-13,85.7615966796875,86.00102857732769,84.82631493757633,85.2602813274508,161822000
2010-01-14,85.99353790283203,86.15066453802048,85.61194138394222,85.66431692900504,115718800
2010-01-15,85.02833557128906,85.92620378448578,84.69911456248039,85.8439042407905,212283100
2010-01-19,86.09085083007812,86.14322640293692,84.99095809153414,85.01340965862445,139172700
2010-01-20,85.21537780761719,85.63438214322741,84.53449576225056,85.50718521398944,216490200
2010-01-21,83.57677459716797,85.49971363993842,83.4720234982238,85.237835892578,344859600
2010-01-22,81.71368408203125,83.60669317197257,81.62389499123934,83.20265082616797,345942400
2010-01-25,82.1326904296875,82.6115598837771,81.86333456773966,82.46191139546593,186937500
2010-01-26,81.78851318359375,82.65645735092019,81.58649484589206,81.8109590312821,211168800
2010-01-27,82.1776123046875,82.36466868940627,81.05527399637495,81.68378070894622,271863600
2010-01-28,81.23482513427734,82.49184393689407,80.74099937709201,82.44695224310622,316104000
2010-01-29,80.35189056396484,82.15511573965316,80.22469367091333,81.58646308274052,310677600
2010-02-01,81.60143280029297,81.60891665015306,80.43420339633285,80.92055088415118,187865000
2010-02-02,82.58912658691406,82.74625325299677,81.4667883647455,81.7511177011396,216327900
2010-02-03,82.1776123046875,82.66396004665785,81.93818036058781,82.21502015652656,172730700
2010-02-04,79.64112854003906,81.57902995429097,79.62616083243037,81.54162210228496,356715700
2010-02-05,79.80574035644531,79.97034518323376,78.2494298335623,79.7309132342139,493585800
2010-02-08,79.22957611083984,80.30702236344926,79.16971671713799,79.86556647053058,224166900
2010-02-09,80.22473907470703,80.92058901849269,79.51392142414757,80.15739581124001,337820500
2010-02-10,80.06759643554688,80.50904665270076,79.39419247772142,80.09752613461761,240511500
2010-02-11,80.90558624267578,80.99537531887631,79.4989249665645,79.96282663084298,223591600
2010-02-12,80.83828735351562,80.88317905881932,79.69350320020901,80.05264825965416,304622100
2010-02-16,82.1102294921875,82.19253471850489,80.6736385194741,81.45179339015345,159317500
2010-02-17,82.49932861328125,82.611563557379,82.11024823487658,82.50680675664975,168845100
2010-02-18,82.98567199707031,83.15776062186588,82.33471392132847,82.36464361879425,193708600
2010-02-19,83.15775299072266,83.47949007332221,82.57413821496195,82.76867837638405,222684900
2010-02-22,83.1727294921875,83.48698275722953,82.92581376600896,83.4645369109417,132346900
2010-02-23,82.1626205444336,83.20265328232469,81.9456345166605,82.94825941366352,207497000
2010-02-24,82.91831970214844,83.05300047179428,82.2000241668725,82.4095263177648,176350700
2010-02-25,82.80611419677734,82.86597360644457,81.51168728664179,81.73615151013261,259634700
2010-02-26,82.85845947265625,83.14278871041428,82.38707963793354,82.8809053159518,173589300
2010-03-01,83.71891021728516,83.80121543912898,83.18018720467285,83.20263304544757,147709700
2010-03-02,83.95086669921875,84.35490899966378,83.80122393987112,84.07806932402012,160992400
2010-03-03,84.02569580078125,84.52700533596384,83.81618794076695,84.16785471301624,150785000
2010-03-04,84.28011322021484,84.39983203086203,83.8236952445099,84.1379485596981,135770400
2010-03-05,85.4847640991211,85.55210165460788,84.62430362513084,84.82632770860634,176118800
2010-03-08,85.49970245361328,85.68675877846967,85.35005967713059,85.49222431074335,114631200
2010-03-09,85.64186096191406,86.03841942888582,85.20041080690946,85.24530249494231,154556700
2010-03-10,86.02345275878906,86.25540074568903,85.60444847058129,85.67926984940335,186088800
2010-03-11,86.38263702392578,86.40508858545803,85.55959006482128,85.82146786428527,160791100
2010-03-12,86.39007568359375,86.77167211090283,86.15064386241067,86.75670441104488,162074800
2010-03-15,86.41252899169922,86.4723883792936,85.74660900310151,86.2404403879971,146816800
2010-03-16,87.10089874267578,87.18319826329561,86.41252721649262,86.65195905344602,168673000
2010-03-17,87.6171875,87.90151678695261,87.10839403274979,87.3627936206281,177468100
2010-03-18,87.57230377197266,87.74439242167152,87.22063691149204,87.6246793229906,196509100
2010-03-19,87.12898254394531,88.12070651702241,86.79089130848014,87.12898254394531,226641100
2010-03-22,87.5948486328125,87.75262808980604,86.58058569680163,86.633176938461,184477800
2010-03-23,88.21090698242188,88.28603649288902,87.43705640176903,87.72255656636409,182941600
2010-03-24,87.78263854980469,88.22591231415304,86.83599659640667,87.88031205198999,196072600
2010-03-25,87.63990020751953,88.78188351117642,87.53471776107797,88.3761773326104,223396300
2010-03-26,87.58734893798828,88.21844390451675,87.24174849460134,87.80522859986579,205808500
2010-03-29,88.14325714111328,88.30103078030712,87.66993622353179,88.03056004682846,134513500
2010-03-30,88.2033920288086,88.52645408159371,87.83525341629064,88.24846858854143,145772500
2010-03-31,87.90283203125,88.293508762637,87.60982304970678,87.86526442561139,161078700
2010-04-01,88.50390625,88.84199187553699,87.97798827114808,88.50390625,161215200
2010-04-05,89.22516632080078,89.28526648768727,88.59406584637358,88.84199838032762,105847600
2010-04-06,89.4355239868164,89.59329765963325,88.87204412732186,88.96971190610937,110384200
2010-04-07,88.92465209960938,89.67595872043607,88.51143116534884,89.2552288470178,184576300
2010-04-08,89.2326889038086,89.38295367403695,88.35366149302843,88.61661767590948,158704000
2010-04-09,89.8187026977539,89.85626458702924,89.25522277049576,89.42050540093287,133006500
2010-04-12,89.9614486694336,90.1943576080006,89.82621325517397,89.93139571826319,110279000
2010-04-13,90.029052734375,90.18682640007864,89.40546700896542,89.87127906867137,125043600
2010-04-14,91.05081939697266,91.05081939697266,90.21686888069543,90.3596131910044,161609000
2010-04-15,91.1259765625,91.33634148959325,90.87052934244794,90.90058229374903,144615300
2010-04-16,89.67593383789062,91.1259554430266,89.21763646778979,90.80289345643114,366786700
2010-04-19,90.01402282714844,90.10418166355834,89.0072749479642,89.41298111378887,217947800
2010-04-20,90.81793212890625,90.89306736821733,90.05911665358738,90.57751426634714,157708000
2010-04-21,90.65263366699219,91.08087808897892,90.14925401882186,90.87050748048304,192910100
2010-04-22,90.9231185913086,91.03581572322632,89.49564069373167,90.01403832933038,115360300
2010-04-23,91.51665496826172,91.55422259100861,90.63011295237119,90.86302189577584,177335500
2010-04-26,91.17105102539062,91.7495602935986,91.08089790557635,91.54670430998804,143457300
2010-04-27,89.0147705078125,91.16350119350375,88.84196754146052,90.64510375847185,355853300
2010-04-28,89.69094848632812,89.9163426803306,88.85699799333644,89.44302175134037,300674100
2010-04-29,90.80290222167969,90.99072884290077,90.20936941077944,90.2319076882038,193775000
2010-04-30,89.26270294189453,90.91558030171053,89.24016466919004,90.8179068106412,270000900
2010-05-03,90.41973114013672,90.66766364714157,89.5557275664011,89.69096295822071,182747900
2010-05-04,88.29357147216797,89.42804633046228,87.84278854440035,89.4130227167436,360353400
2010-05-05,87.76765441894531,88.50393755698204,87.12904482702459,87.57231305872894,328973200
2010-05-06,84.85255432128906,87.90285674680571,78.88717913174871,87.34689156550763,647356600
2010-05-07,83.59038543701172,85.47616113576012,82.20046918192918,84.62718662432414,637558800
2010-05-10,87.27178192138672,87.63992056946417,86.33264862281126,87.00882001217379,396159600
2010-05-11,87.02384185791016,88.17333999921667,86.33264118538804,86.45284725660245,317849800
2010-05-12,88.240966796875,88.36869328811699,87.21918925902928,87.3694540334272,235607100
2010-05-13,87.14402770996094,88.41373735989801,87.0688982163817,88.00051654719276,234452500
2010-05-14,85.56632232666016,86.64820584332426,84.79999199036669,86.49043211914665,345601400
2010-05-17,85.61138916015625,86.03963371480009,83.97354045902433,85.79921581977223,325739800
2010-05-18,84.44686126708984,86.56554560667348,84.16887576722434,86.31009838722679,360556800
2010-05-19,83.96599578857422,84.72481104346386,82.91416579592037,83.97350472471287,394742700
2010-05-20,80.79549407958984,82.56106304171063,80.74290285882924,82.1778951578759,530418300
2010-05-21,81.97502899169922,82.17787916601156,79.15763043062078,79.57085117905044,500909400
2010-05-24,80.92322540283203,82.18542059852547,80.84809589647215,81.53178185596522,269823000
2010-05-25,81.00587463378906,81.04344225532,78.42137818324919,78.96983450472372,396505200
2010-05-26,80.51753234863281,82.2455399373791,80.27711444978257,81.5017479584385,349719300
2010-05-27,83.21471405029297,83.24476699976171,81.72712457766734,82.03516301071143,300870500
2010-05-28,82.1703872680664,83.18464981395718,81.77970470999634,83.12454392317512,297933500
2010-06-01,80.7879867553711,82.60614710355496,80.66778069642369,81.40405785401248,277909400
2010-06-02,82.8916244506836,82.89913338654388,80.77294093962598,81.20118529615851,240243700
2010-06-03,83.17713928222656,83.44009540246213,82.32816502774784,83.13206272790433,226618300
2010-06-04,80.25457000732422,82.14035116006842,79.98409917537626,81.59940949617251,398475600
2010-06-07,79.25531768798828,80.84808946334418,79.19521752689091,80.54005106016133,264609100
2010-06-08,80.10429382324219,80.26206748608097,78.62421923545187,79.31541977703507,357774300
2010-06-09,79.67607116699219,81.35148175800155,79.33797974104704,80.57012216748035,268023300
2010-06-10,82.00511932373047,82.10278712152495,79.66855525975025,81.03593308894641,317890600
2010-06-11,82.40328979492188,82.45588101594764,81.23125359376857,81.28384481479435,214128200
2010-06-14,82.27558898925781,83.4851930976109,82.19294480307111,83.03440454313268,207196100
2010-06-15,84.1463394165039,84.22146893029432,82.71134105544479,82.85409114405671,238268700
2010-06-16,84.11628723144531,84.46188758364352,83.54529260380656,83.71058097486103,216374000
2010-06-17,84.25151062011719,84.39426068964737,83.43258928484421,84.35669307176667,263185800
2010-06-18,84.34284210205078,84.64478984249065,84.07108452822771,84.41832903716075,174006600
2010-06-21,84.1012954711914,85.45252740100152,83.63326717508446,85.39214129770144,213140700
2010-06-22,82.71232604980469,84.4712004833504,82.59154806256873,84.10131033837737,239355400
2010-06-23,82.45565795898438,83.05955933120705,81.88949718292766,82.76515618840038,254639900
2010-06-24,81.08929443359375,82.15367912972276,80.87792873034972,82.04799627810075,268523600
2010-06-25,81.42900848388672,81.84418954232177,80.59863484844766,81.33087027645239,238726500
2010-06-28,81.17235565185547,81.76871235238976,80.87795251301117,81.54979616414664,169218600
2010-06-29,78.66615295410156,81.15726270459827,78.1679344595734,80.03248580163827,373649500
2010-06-30,77.9188232421875,79.17192279582224,77.66216068924015,78.44723767577709,284101700
2010-07-01,77.57158660888672,78.12264660913704,76.3411266798146,77.86598978913793,382924800
2010-07-02,77.14884948730469,78.06980539103158,76.71102280723102,77.8357940827779,233385200
2010-07-06,77.65460968017578,78.7869311675895,76.90727335179758,78.23586550962946,256935300
2010-07-07,80.10045623779297,80.1985887347164,77.76786999585127,77.85090740066622,253769400
2010-07-08,80.89303588867188,80.98361790611675,79.94943481172834,80.77225218636683,210842100
2010-07-09,81.4969482421875,81.50449866443276,80.71942177018194,80.87039565937896,144999900
2010-07-12,81.54978942871094,81.70831373966602,80.88549625528704,81.2251903845787,131283600
2010-07-13,82.7802505493164,83.10484383991323,82.22918490303935,82.39525963915806,213025900
2010-07-14,82.7727279663086,83.09732712536419,82.1763711038908,82.51606535345019,184426800
2010-07-15,82.79534912109375,83.08220183055998,81.65547718733247,82.74250768094772,232337900
2010-07-16,80.51559448242188,82.44053720049503,80.35706443524616,82.34994942486374,282693400
2010-07-19,80.99119567871094,81.24785249385837,80.18347311444421,80.81002582335475,186709000
2010-07-20,81.88948059082031,81.94986668430774,79.88149468079874,79.91924102860193,258162400
2010-07-21,80.82510375976562,82.33486567234874,80.49295429602626,82.31222016514553,264527000
2010-07-22,82.6292953491211,82.99164085871703,81.77628166761802,81.78382633292154,274781300
2010-07-23,83.34642791748047,83.46720590285723,82.22920131649425,82.46321262267081,222020800
2010-07-26,84.21451568603516,84.29755305004244,83.25581942788443,83.4898306759316,184445700
